state_name,year,quarter_file,payment_type,total_transactions,total_amount
karnataka,2022,2.json,TOTAL,1277448960,1867145545662.0999
karnataka,2022,3.json,TOTAL,1189761328,1665913600163.0999
karnataka,2022,4.json,TOTAL,1378910371,1904519263737.9001
karnataka,2023,1.json,TOTAL,1844697189,2470227968061
karnataka,2023,2.json,TOTAL,2067867526,2777597346459
karnataka,2023,3.json,TOTAL,2369262302,2985878234057
karnataka,2023,4.json,TOTAL,2564434164,3241373654858
karnataka,2024,1.json,TOTAL,2796439155,3485251401102
karnataka,2024,2.json,TOTAL,3042012848,3785031114140
karnataka,2024,3.json,TOTAL,3261134095,3907206484451
karnataka,2024,4.json,TOTAL,3455056424,4151823982674
kerala,2018,1.json,TOTAL,1771380,2402674752.822
kerala,2018,2.json,TOTAL,2308165,3886923343.36
kerala,2018,3.json,TOTAL,3134348,5323025223.548
kerala,2018,4.json,TOTAL,4310654,7747361237.2
kerala,2019,1.json,TOTAL,6469039,10235031134.718
kerala,2019,2.json,TOTAL,7283826,13031371561.052998
kerala,2019,3.json,TOTAL,9286096,16429809721.423
kerala,2019,4.json,TOTAL,12498637,21151326637.59
kerala,2020,1.json,TOTAL,15733522,26451084830.77
kerala,2020,2.json,TOTAL,16287967,25894078478.579998
kerala,2020,3.json,TOTAL,21758680,40164150652.34
kerala,2020,4.json,TOTAL,33288187,56755256648.020004
kerala,2021,1.json,TOTAL,42316342,69260970161.92
kerala,2021,2.json,TOTAL,47191033,74226806436.33
kerala,2021,3.json,TOTAL,63028266,101686161772.90001
kerala,2021,4.json,TOTAL,81823741,123342136943.5
kerala,2022,1.json,TOTAL,95280965,139988672241
kerala,2022,2.json,TOTAL,106365322,154696613429.8
kerala,2022,3.json,TOTAL,119362904,162260416170.2
kerala,2022,4.json,TOTAL,132960468,173560080896.1
kerala,2023,1.json,TOTAL,147621565,193637170408
kerala,2023,2.json,TOTAL,156170617,207796553787
kerala,2023,3.json,TOTAL,170658651,220332628648
kerala,2023,4.json,TOTAL,179843093,224985103847
kerala,2024,1.json,TOTAL,181463966,227078111594
kerala,2024,2.json,TOTAL,194872467,242003795047
kerala,2024,3.json,TOTAL,214695458,258302438795
kerala,2024,4.json,TOTAL,233112441,273639729453
ladakh,2018,1.json,TOTAL,6089,12532857.7716
ladakh,2018,2.json,TOTAL,15010,47334902.537499994
ladakh,2018,3.json,TOTAL,24864,84090977.14118
ladakh,2018,4.json,TOTAL,35211,135522842.50292
ladakh,2019,1.json,TOTAL,46145,152859920.9602
ladakh,2019,2.json,TOTAL,68772,259255506.9733
ladakh,2019,3.json,TOTAL,92396,331129527.2127
ladakh,2019,4.json,TOTAL,84706,324689360.0195
ladakh,2020,1.json,TOTAL,116419,377639677.4565
ladakh,2020,2.json,TOTAL,155010,523792998.6613
ladakh,2020,3.json,TOTAL,228222,835487500.0716999
ladakh,2020,4.json,TOTAL,332134,1111963470.464
ladakh,2021,1.json,TOTAL,275415,983419813.291
ladakh,2021,2.json,TOTAL,399716,1427259094.995
ladakh,2021,3.json,TOTAL,590987,2213984743.802
ladakh,2021,4.json,TOTAL,630187,2153535138.56
ladakh,2022,1.json,TOTAL,630015,2025040919.1899998
ladakh,2022,2.json,TOTAL,1118073,3543318177.7329993
ladakh,2022,3.json,TOTAL,1190858,3605199349.898
ladakh,2022,4.json,TOTAL,1083372,2894477573.095
ladakh,2023,1.json,TOTAL,1567246,3849021298
ladakh,2023,2.json,TOTAL,2943815,7191103886
ladakh,2023,3.json,TOTAL,3621366,8250572243
ladakh,2023,4.json,TOTAL,3150218,6942986945
ladakh,2024,1.json,TOTAL,2987101,6085390661
ladakh,2024,2.json,TOTAL,5327359,10125723348
ladakh,2024,3.json,TOTAL,6913885,12652871712
ladakh,2024,4.json,TOTAL,5711284,10854417654
lakshadweep,2018,1.json,TOTAL,778,1928611.1804228
lakshadweep,2018,2.json,TOTAL,2132,6187809.539527
lakshadweep,2018,3.json,TOTAL,1703,4339032.3121
lakshadweep,2018,4.json,TOTAL,1642,4463213.6983154
lakshadweep,2019,1.json,TOTAL,2481,8786130.47982
lakshadweep,2019,2.json,TOTAL,2926,9242524.137280002
lakshadweep,2019,3.json,TOTAL,3104,9651761.46383
lakshadweep,2019,4.json,TOTAL,3765,11269913.40824182
lakshadweep,2020,1.json,TOTAL,5151,13502368.572679998
lakshadweep,2020,2.json,TOTAL,7220,16942922.08749
lakshadweep,2020,3.json,TOTAL,8589,21306833.310150005
lakshadweep,2020,4.json,TOTAL,11650,30111317.92176
lakshadweep,2021,1.json,TOTAL,9085,27042782.916419998
lakshadweep,2021,2.json,TOTAL,11384,27383463.6546
lakshadweep,2021,3.json,TOTAL,13370,38803163.698070005
lakshadweep,2021,4.json,TOTAL,15470,50998185.52695
lakshadweep,2022,1.json,TOTAL,16397,54939432.656390004
lakshadweep,2022,2.json,TOTAL,17569,55929601.99265
lakshadweep,2022,3.json,TOTAL,15241,47580009.62189999
lakshadweep,2022,4.json,TOTAL,17147,54813873.61103
lakshadweep,2023,1.json,TOTAL,29520,85321961
lakshadweep,2023,2.json,TOTAL,34918,97987438
lakshadweep,2023,3.json,TOTAL,43757,94527061
lakshadweep,2023,4.json,TOTAL,63479,119831383
lakshadweep,2024,1.json,TOTAL,81176,130052381
lakshadweep,2024,2.json,TOTAL,109085,146212841
lakshadweep,2024,3.json,TOTAL,157478,192408087
lakshadweep,2024,4.json,TOTAL,197777,247756681
madhya-pradesh,2018,1.json,TOTAL,8025395,8681603403.88
madhya-pradesh,2018,2.json,TOTAL,10561412,15924081066.31
madhya-pradesh,2018,3.json,TOTAL,17126985,24149742205.44
madhya-pradesh,2018,4.json,TOTAL,21397555,33905608073.15
madhya-pradesh,2019,1.json,TOTAL,37301049,48070279521.89
madhya-pradesh,2019,2.json,TOTAL,40846013,68334566379.91
madhya-pradesh,2019,3.json,TOTAL,53610411,77676321490.6
madhya-pradesh,2019,4.json,TOTAL,68131989,104687926791.23
madhya-pradesh,2020,1.json,TOTAL,79366746,126737289828.7
madhya-pradesh,2020,2.json,TOTAL,76340573,147922321434.64
madhya-pradesh,2020,3.json,TOTAL,108579881,205701694950.4
madhya-pradesh,2020,4.json,TOTAL,153652541,284274937907.69995
madhya-pradesh,2021,1.json,TOTAL,201998498,343533783678.89996
madhya-pradesh,2021,2.json,TOTAL,223314680,425501005844.7
madhya-pradesh,2021,3.json,TOTAL,311443334,504412890965
madhya-pradesh,2021,4.json,TOTAL,404308084,656887872326
madhya-pradesh,2022,1.json,TOTAL,472703058,747665215199
madhya-pradesh,2022,2.json,TOTAL,544899829,867024817108
madhya-pradesh,2022,3.json,TOTAL,731259559,1032908163928.2999
madhya-pradesh,2022,4.json,TOTAL,898828268,1303000061162.3
madhya-pradesh,2023,1.json,TOTAL,734566970,1062027199588
madhya-pradesh,2023,2.json,TOTAL,848037060,1202441668812
madhya-pradesh,2023,3.json,TOTAL,978812593,1237821509466
madhya-pradesh,2023,4.json,TOTAL,1102294613,1426501652332
madhya-pradesh,2024,1.json,TOTAL,1286156614,1625422555908
madhya-pradesh,2024,2.json,TOTAL,1435472057,1779676761515
madhya-pradesh,2024,3.json,TOTAL,1537738457,1761079506395
madhya-pradesh,2024,4.json,TOTAL,1685401835,2003300081119
maharashtra,2018,1.json,TOTAL,16387034,21711613257.760002
maharashtra,2018,2.json,TOTAL,22285740,36357057241.240005
maharashtra,2018,3.json,TOTAL,31538538,52260817732.61
maharashtra,2018,4.json,TOTAL,46090223,79518937047.03
maharashtra,2019,1.json,TOTAL,75079069,111420690921.11
maharashtra,2019,2.json,TOTAL,101149853,153294316399.90997
maharashtra,2019,3.json,TOTAL,148735581,199617820576.29
maharashtra,2019,4.json,TOTAL,201260620,272994374041.82
maharashtra,2020,1.json,TOTAL,238944081,319994991022.03
maharashtra,2020,2.json,TOTAL,184790761,296359178476.1
maharashtra,2020,3.json,TOTAL,268310924,440307524199.69995
maharashtra,2020,4.json,TOTAL,407621004,622156010494.9
maharashtra,2021,1.json,TOTAL,517860240,769887021583.2
maharashtra,2021,2.json,TOTAL,573616486,915114924712.7
maharashtra,2021,3.json,TOTAL,792874060,1159257447148.9
maharashtra,2021,4.json,TOTAL,1010731502,1475355712418.3
maharashtra,2022,1.json,TOTAL,1169506438,1681399612177.3
maharashtra,2022,2.json,TOTAL,1407533113,2006270118994.8
maharashtra,2022,3.json,TOTAL,1486389417,1947583916989.2
maharashtra,2022,4.json,TOTAL,1688775272,2210471642674.7
maharashtra,2023,1.json,TOTAL,1848268499,2362283110776
maharashtra,2023,2.json,TOTAL,2063717848,2606002755102
maharashtra,2023,3.json,TOTAL,2290678587,2752173576325
maharashtra,2023,4.json,TOTAL,2572162725,3098011264389
maharashtra,2024,1.json,TOTAL,2835770481,3372894473380
maharashtra,2024,2.json,TOTAL,3063494802,3573192363739
maharashtra,2024,3.json,TOTAL,3287403995,3687266048466
maharashtra,2024,4.json,TOTAL,3634231839,4151027749542
manipur,2018,1.json,TOTAL,84069,128046173.9729
manipur,2018,2.json,TOTAL,151721,253209721.32400003
manipur,2018,3.json,TOTAL,189258,383331244.8038
manipur,2018,4.json,TOTAL,236110,605683559.3388
manipur,2019,1.json,TOTAL,265409,659898060.3788
manipur,2019,2.json,TOTAL,257425,722789942.11038
manipur,2019,3.json,TOTAL,345008,863552002.5285
manipur,2019,4.json,TOTAL,449344,1200897681.6428
manipur,2020,1.json,TOTAL,818801,2598590381.1401005
manipur,2020,2.json,TOTAL,1083068,3198936212.7320004
manipur,2020,3.json,TOTAL,1420168,4615976120.458001
manipur,2020,4.json,TOTAL,1627852,5602224558.896999
manipur,2021,1.json,TOTAL,2303535,7070287514.790001
manipur,2021,2.json,TOTAL,3086275,7889827962.647
manipur,2021,3.json,TOTAL,3941396,10406861029.357
manipur,2021,4.json,TOTAL,4687439,12658472038.220999
manipur,2022,1.json,TOTAL,5313679,14144501077.706999
manipur,2022,2.json,TOTAL,6105632,14922910635.250002
manipur,2022,3.json,TOTAL,6352742,15381430267.032999
manipur,2022,4.json,TOTAL,6428670,15625956697.468
manipur,2023,1.json,TOTAL,3258383,8585564092
manipur,2023,2.json,TOTAL,1606271,4463876653
manipur,2023,3.json,TOTAL,865478,3608286601
manipur,2023,4.json,TOTAL,2113200,6800325298
manipur,2024,1.json,TOTAL,3845564,9242973323
manipur,2024,2.json,TOTAL,5063324,10898000793
manipur,2024,3.json,TOTAL,5700096,11671516831
manipur,2024,4.json,TOTAL,5750423,12061708556
meghalaya,2018,1.json,TOTAL,49571,66250259.7946
meghalaya,2018,2.json,TOTAL,67857,117004667.87940001
meghalaya,2018,3.json,TOTAL,110290,209853661.5733
meghalaya,2018,4.json,TOTAL,161132,337585678.99849993
meghalaya,2019,1.json,TOTAL,208741,399037162.1527501
meghalaya,2019,2.json,TOTAL,232286,492931289.13809997
meghalaya,2019,3.json,TOTAL,306550,612218602.1628
meghalaya,2019,4.json,TOTAL,365981,742436471.7691
meghalaya,2020,1.json,TOTAL,502283,1120134840.5213
meghalaya,2020,2.json,TOTAL,635395,1153735154.3790002
meghalaya,2020,3.json,TOTAL,597579,1237059001.6610003
meghalaya,2020,4.json,TOTAL,754008,1804242572.1779997
meghalaya,2021,1.json,TOTAL,747646,2055515277.696
meghalaya,2021,2.json,TOTAL,909594,2193617255.082
meghalaya,2021,3.json,TOTAL,1097731,2769000451.369
meghalaya,2021,4.json,TOTAL,1440193,3848765400.461
meghalaya,2022,1.json,TOTAL,1674750,4662338331.596
meghalaya,2022,2.json,TOTAL,2044649,5281491421.740001
meghalaya,2022,3.json,TOTAL,4359165,9603300797.452
meghalaya,2022,4.json,TOTAL,3932448,8996541156.151001
meghalaya,2023,1.json,TOTAL,4164705,10084840615
meghalaya,2023,2.json,TOTAL,5077212,11084506486
meghalaya,2023,3.json,TOTAL,6029842,11406633080
meghalaya,2023,4.json,TOTAL,7268384,13873058692
meghalaya,2024,1.json,TOTAL,8531262,15629304658
meghalaya,2024,2.json,TOTAL,11089661,16794614094
meghalaya,2024,3.json,TOTAL,12110124,16292956696
meghalaya,2024,4.json,TOTAL,14166380,19674927433
mizoram,2018,1.json,TOTAL,18561,45227219.97777001
mizoram,2018,2.json,TOTAL,27051,83508405.55534999
mizoram,2018,3.json,TOTAL,39316,116600738.11493
mizoram,2018,4.json,TOTAL,55242,190426852.49838004
mizoram,2019,1.json,TOTAL,70306,218160895.38567
mizoram,2019,2.json,TOTAL,75671,248016708.13149
mizoram,2019,3.json,TOTAL,98094,278793899.92701006
mizoram,2019,4.json,TOTAL,125239,368689350.64311004
mizoram,2020,1.json,TOTAL,153609,392077579.3191999
mizoram,2020,2.json,TOTAL,198462,457193433.45430005
mizoram,2020,3.json,TOTAL,254703,707944175.5546
mizoram,2020,4.json,TOTAL,322607,986522115.7284
mizoram,2021,1.json,TOTAL,329575,1101105586.9574003
mizoram,2021,2.json,TOTAL,394340,1122874473.2975
mizoram,2021,3.json,TOTAL,478529,1473748649.9508998
mizoram,2021,4.json,TOTAL,553329,1770665741.086
mizoram,2022,1.json,TOTAL,604917,1945158963.61
mizoram,2022,2.json,TOTAL,643977,2003186566.8424997
mizoram,2022,3.json,TOTAL,659038,1946265612.0953
mizoram,2022,4.json,TOTAL,693774,2037911084.9758
mizoram,2023,1.json,TOTAL,1052595,2955622739
mizoram,2023,2.json,TOTAL,1208930,3191806576
mizoram,2023,3.json,TOTAL,1310413,3106130235
mizoram,2023,4.json,TOTAL,1500728,3540840283
mizoram,2024,1.json,TOTAL,1627016,3630096730
mizoram,2024,2.json,TOTAL,1977079,3798477640
mizoram,2024,3.json,TOTAL,2360206,3923888231
mizoram,2024,4.json,TOTAL,2702443,4461162922
nagaland,2018,1.json,TOTAL,42845,78005891.08559999
nagaland,2018,2.json,TOTAL,65599,153325577.8832
nagaland,2018,3.json,TOTAL,94371,241792742.98149997
nagaland,2018,4.json,TOTAL,139333,388013467.5095
nagaland,2019,1.json,TOTAL,168579,441941712.3657
nagaland,2019,2.json,TOTAL,188753,520066682.1956
nagaland,2019,3.json,TOTAL,261878,650956471.7412
nagaland,2019,4.json,TOTAL,317170,834537138.3391
nagaland,2020,1.json,TOTAL,378051,894780028.7445
nagaland,2020,2.json,TOTAL,517566,1137674504.3922
nagaland,2020,3.json,TOTAL,736319,2009649143.615
nagaland,2020,4.json,TOTAL,847825,2773084870.5429997
nagaland,2021,1.json,TOTAL,975897,3107450484.0889997
nagaland,2021,2.json,TOTAL,1130791,3156293964.128
nagaland,2021,3.json,TOTAL,1356792,3987416848.172
nagaland,2021,4.json,TOTAL,1631483,4939083784.191001
nagaland,2022,1.json,TOTAL,1925952,5544951709.253
nagaland,2022,2.json,TOTAL,2031329,5740285348.820999
nagaland,2022,3.json,TOTAL,1894113,5364400495.179
nagaland,2022,4.json,TOTAL,2476205,6969966384.576
nagaland,2023,1.json,TOTAL,2685570,7814397854
nagaland,2023,2.json,TOTAL,2922001,8021399310
nagaland,2023,3.json,TOTAL,3422331,8616299673
nagaland,2023,4.json,TOTAL,3797179,9674575422
nagaland,2024,1.json,TOTAL,4258924,10044915308
nagaland,2024,2.json,TOTAL,5598700,11012913096
nagaland,2024,3.json,TOTAL,6981635,12281315168
nagaland,2024,4.json,TOTAL,7921552,13959098676
odisha,2018,1.json,TOTAL,5809821,4627632210.78
odisha,2018,2.json,TOTAL,8158144,8488310340.119999
odisha,2018,3.json,TOTAL,30052155,23094515775.970005
odisha,2018,4.json,TOTAL,21142798,23429869572.010002
odisha,2019,1.json,TOTAL,34031942,35427127930.79
odisha,2019,2.json,TOTAL,29512024,44754854871.81
odisha,2019,3.json,TOTAL,41422272,57304577357.96
odisha,2019,4.json,TOTAL,64995633,79769373631.3
odisha,2020,1.json,TOTAL,53682307,91956798198.88
odisha,2020,2.json,TOTAL,50028576,91733036611.91
odisha,2020,3.json,TOTAL,66033829,122464275093.95
odisha,2020,4.json,TOTAL,92324950,178302927667.7
odisha,2021,1.json,TOTAL,111460358,213397299896.68002
odisha,2021,2.json,TOTAL,131824337,245864235108.2
odisha,2021,3.json,TOTAL,177362674,303780858408.30005
odisha,2021,4.json,TOTAL,233925366,385250936890
odisha,2022,1.json,TOTAL,263633499,451226850672.80005
odisha,2022,2.json,TOTAL,313451598,510035354892.26996
odisha,2022,3.json,TOTAL,386687326,564545558635.4
odisha,2022,4.json,TOTAL,445714743,652217577680.2001
odisha,2023,1.json,TOTAL,482896088,753969724321
odisha,2023,2.json,TOTAL,544597829,799331733506
odisha,2023,3.json,TOTAL,622397603,840298724997
odisha,2023,4.json,TOTAL,732137476,978791854347
odisha,2024,1.json,TOTAL,864178452,1156388679885
odisha,2024,2.json,TOTAL,944027735,1164838957510
odisha,2024,3.json,TOTAL,1023940349,1177234055921
odisha,2024,4.json,TOTAL,1143097568,1305457041262
puducherry,2018,1.json,TOTAL,104212,165825971.4073
puducherry,2018,2.json,TOTAL,130261,285801119.54819995
puducherry,2018,3.json,TOTAL,190271,417658075.53209996
puducherry,2018,4.json,TOTAL,307964,625691665.3916999
puducherry,2019,1.json,TOTAL,501092,906473024.3477999
puducherry,2019,2.json,TOTAL,580077,1211446910.3821998
puducherry,2019,3.json,TOTAL,716826,1460708357.7896
puducherry,2019,4.json,TOTAL,1012655,1932028317.4544003
puducherry,2020,1.json,TOTAL,1207921,2205277477.2148
puducherry,2020,2.json,TOTAL,1033383,1960030980.892
puducherry,2020,3.json,TOTAL,1730902,3598080229.791
puducherry,2020,4.json,TOTAL,2716003,4930526217.670001
puducherry,2021,1.json,TOTAL,3309432,5899309572.189
puducherry,2021,2.json,TOTAL,3751387,6498834696.428
puducherry,2021,3.json,TOTAL,5121726,8729974431.131
puducherry,2021,4.json,TOTAL,6368810,10423651800.843998
puducherry,2022,1.json,TOTAL,7359176,12083474905.227
puducherry,2022,2.json,TOTAL,8643687,13778745256.619
puducherry,2022,3.json,TOTAL,7042727,10854317711.752
puducherry,2022,4.json,TOTAL,7556127,11142204877.328
puducherry,2023,1.json,TOTAL,10144295,14222388506
puducherry,2023,2.json,TOTAL,11130326,15386733257
puducherry,2023,3.json,TOTAL,12379641,16444491839
puducherry,2023,4.json,TOTAL,12986163,17024510550
puducherry,2024,1.json,TOTAL,13446950,17386481977
puducherry,2024,2.json,TOTAL,14564895,18242009736
puducherry,2024,3.json,TOTAL,16008711,19535004396
puducherry,2024,4.json,TOTAL,16559677,19965392547
punjab,2018,1.json,TOTAL,1870433,2780758225.3500004
punjab,2018,2.json,TOTAL,2581163,4684672212.280001
punjab,2018,3.json,TOTAL,3462108,7065687044.335
punjab,2018,4.json,TOTAL,4887137,10781982573.130001
punjab,2019,1.json,TOTAL,7172137,13574490002.115
punjab,2019,2.json,TOTAL,8509830,18614793393.975002
punjab,2019,3.json,TOTAL,10706812,22905815606.014
punjab,2019,4.json,TOTAL,13698625,29989802245.89
punjab,2020,1.json,TOTAL,15217784,31374185265.629997
punjab,2020,2.json,TOTAL,14081294,30284654251.23
punjab,2020,3.json,TOTAL,17209573,40123092147.41
punjab,2020,4.json,TOTAL,22997925,53775406479.659996
punjab,2021,1.json,TOTAL,26770835,58690887090.600006
punjab,2021,2.json,TOTAL,32171248,69531058562.37001
punjab,2021,3.json,TOTAL,42533489,85992560840.39
punjab,2021,4.json,TOTAL,52359360,110710126242.20001
punjab,2022,1.json,TOTAL,57758302,118389978107.01
punjab,2022,2.json,TOTAL,72272823,137345357828.26001
punjab,2022,3.json,TOTAL,84177897,149319064931.34
punjab,2022,4.json,TOTAL,91835180,168107659222.83002
punjab,2023,1.json,TOTAL,96910821,175508331709
punjab,2023,2.json,TOTAL,117290289,194181925313
punjab,2023,3.json,TOTAL,132161181,205225159862
punjab,2023,4.json,TOTAL,142228995,231139386476
punjab,2024,1.json,TOTAL,142537179,223303668653
punjab,2024,2.json,TOTAL,171946137,244435009166
punjab,2024,3.json,TOTAL,187554720,256116385006
punjab,2024,4.json,TOTAL,199509220,289125630546
rajasthan,2018,1.json,TOTAL,7591690,8926293131.1
rajasthan,2018,2.json,TOTAL,9973697,15559086175.240002
rajasthan,2018,3.json,TOTAL,14257098,24040768671.08
rajasthan,2018,4.json,TOTAL,20959723,37909087083.810005
rajasthan,2019,1.json,TOTAL,43956040,61141158576.18
rajasthan,2019,2.json,TOTAL,50009286,89107313172.26
rajasthan,2019,3.json,TOTAL,67303617,112468290033.23
rajasthan,2019,4.json,TOTAL,85074242,159452275331.98
rajasthan,2020,1.json,TOTAL,102258812,190308664236.95
rajasthan,2020,2.json,TOTAL,101954656,193762886127.00998
rajasthan,2020,3.json,TOTAL,149088676,293678585923.2
rajasthan,2020,4.json,TOTAL,190283435,386034932155.5
rajasthan,2021,1.json,TOTAL,252730919,491492193502.80005
rajasthan,2021,2.json,TOTAL,287477039,561702618404.2
rajasthan,2021,3.json,TOTAL,400284753,710511207449.2001
rajasthan,2021,4.json,TOTAL,487621597,903934121943.5
rajasthan,2022,1.json,TOTAL,564962220,1022049632317.6
rajasthan,2022,2.json,TOTAL,661170150,1152833532153.7
rajasthan,2022,3.json,TOTAL,767541360,1238489177981.4001
rajasthan,2022,4.json,TOTAL,865574848,1456956008838.7
rajasthan,2023,1.json,TOTAL,921096686,1554909010873
rajasthan,2023,2.json,TOTAL,1073459338,1698458563277
rajasthan,2023,3.json,TOTAL,1237232167,1800228638889
rajasthan,2023,4.json,TOTAL,1349472154,2066382379131
rajasthan,2024,1.json,TOTAL,1599474007,2350500477042
rajasthan,2024,2.json,TOTAL,1818855106,2497090787776
rajasthan,2024,3.json,TOTAL,1935405035,2472256483930
rajasthan,2024,4.json,TOTAL,2043469547,2793052865690
sikkim,2018,1.json,TOTAL,44078,64650938.93758001
sikkim,2018,2.json,TOTAL,74578,143693085.542
sikkim,2018,3.json,TOTAL,108500,235080226.99819997
sikkim,2018,4.json,TOTAL,154533,383141358.0386
sikkim,2019,1.json,TOTAL,240287,457993634.3884
sikkim,2019,2.json,TOTAL,388244,738894243.3996999
sikkim,2019,3.json,TOTAL,552436,884716448.41
sikkim,2019,4.json,TOTAL,767070,1176509601.7150998
sikkim,2020,1.json,TOTAL,528118,1053476271.9603001
sikkim,2020,2.json,TOTAL,517731,1054618788.2224998
sikkim,2020,3.json,TOTAL,596435,1400926728.6900003
sikkim,2020,4.json,TOTAL,735035,1919275805.5700002
sikkim,2021,1.json,TOTAL,800189,2217667727.222
sikkim,2021,2.json,TOTAL,976714,2424899580.016
sikkim,2021,3.json,TOTAL,1160594,2989336863.5030003
sikkim,2021,4.json,TOTAL,1584345,4196783262.0220003
sikkim,2022,1.json,TOTAL,1744302,4367431275.889999
sikkim,2022,2.json,TOTAL,2322081,5611105670.125
sikkim,2022,3.json,TOTAL,2396758,5162880544.253
sikkim,2022,4.json,TOTAL,3058339,6458385389.321
sikkim,2023,1.json,TOTAL,3396128,6762568022
sikkim,2023,2.json,TOTAL,4412967,8580350436
sikkim,2023,3.json,TOTAL,4804937,8107237421
sikkim,2023,4.json,TOTAL,4857324,8590608471
sikkim,2024,1.json,TOTAL,5820146,9455721523
sikkim,2024,2.json,TOTAL,7188322,11296518155
sikkim,2024,3.json,TOTAL,7713781,10569829072
sikkim,2024,4.json,TOTAL,8916870,12641101398
tamil-nadu,2018,1.json,TOTAL,6726622,11261557697.45
tamil-nadu,2018,2.json,TOTAL,9992128,20125844276.359997
tamil-nadu,2018,3.json,TOTAL,15774078,29330092240.969997
tamil-nadu,2018,4.json,TOTAL,22457444,43302073976.08
tamil-nadu,2019,1.json,TOTAL,32275045,56204036815.850006
tamil-nadu,2019,2.json,TOTAL,32171737,64207676026.29
tamil-nadu,2019,3.json,TOTAL,41410183,78959604644.03
tamil-nadu,2019,4.json,TOTAL,56596411,103190865512.96
tamil-nadu,2020,1.json,TOTAL,66953473,116570003134.20999
tamil-nadu,2020,2.json,TOTAL,51870110,95826508896.59001
tamil-nadu,2020,3.json,TOTAL,70277825,143841334965.66
tamil-nadu,2020,4.json,TOTAL,111179701,206472815711.6
tamil-nadu,2021,1.json,TOTAL,136556674,248667913566.4
tamil-nadu,2021,2.json,TOTAL,146158442,263487313340.1
tamil-nadu,2021,3.json,TOTAL,204357404,365207243759.89996
tamil-nadu,2021,4.json,TOTAL,259155976,443723527996.89996
tamil-nadu,2022,1.json,TOTAL,294573150,512789491342.2
tamil-nadu,2022,2.json,TOTAL,354506937,590134485770
tamil-nadu,2022,3.json,TOTAL,393496175,631878726302
tamil-nadu,2022,4.json,TOTAL,436316636,675689250041.7
tamil-nadu,2023,1.json,TOTAL,461212387,715583056703
tamil-nadu,2023,2.json,TOTAL,498429638,776362630443
tamil-nadu,2023,3.json,TOTAL,556085008,833105018021
tamil-nadu,2023,4.json,TOTAL,593481381,872870174298
tamil-nadu,2024,1.json,TOTAL,640327197,913861227902
tamil-nadu,2024,2.json,TOTAL,705083686,985150945553
tamil-nadu,2024,3.json,TOTAL,778536701,1050780198466
tamil-nadu,2024,4.json,TOTAL,820423888,1087632505914
telangana,2018,1.json,TOTAL,8522766,13308204118.760002
telangana,2018,2.json,TOTAL,10764670,23017201518.25
telangana,2018,3.json,TOTAL,19332703,32030093210.27
telangana,2018,4.json,TOTAL,28921154,49509088448.14
telangana,2019,1.json,TOTAL,65290702,95523262035.18
telangana,2019,2.json,TOTAL,89610379,155676740283.25998
telangana,2019,3.json,TOTAL,121495376,201930152742.13998
telangana,2019,4.json,TOTAL,163572258,280747084552.10004
telangana,2020,1.json,TOTAL,199409525,371343982323.89
telangana,2020,2.json,TOTAL,152055143,321532285442.9
telangana,2020,3.json,TOTAL,236372126,505960955851.1
telangana,2020,4.json,TOTAL,343643787,696350837948.4
telangana,2021,1.json,TOTAL,412572110,799358910930.7
telangana,2021,2.json,TOTAL,495867544,1027958569848
telangana,2021,3.json,TOTAL,622886768,1178289136501.8
telangana,2021,4.json,TOTAL,775989773,1463757199569.5999
telangana,2022,1.json,TOTAL,886453385,1670638739380.7
telangana,2022,2.json,TOTAL,1063382557,1951410052117
telangana,2022,3.json,TOTAL,1628165401,2706322895209.5
telangana,2022,4.json,TOTAL,1819506832,2978252159485.3
telangana,2023,1.json,TOTAL,1440331458,2372578001135
telangana,2023,2.json,TOTAL,1665430971,2698152132584
telangana,2023,3.json,TOTAL,1875045924,2870198390544
telangana,2023,4.json,TOTAL,2020822178,3116418326644
telangana,2024,1.json,TOTAL,2179385307,3203768518758
telangana,2024,2.json,TOTAL,2417264357,3461538280797
telangana,2024,3.json,TOTAL,2610137835,3551315467582
telangana,2024,4.json,TOTAL,2822451603,3859051317441
tripura,2018,1.json,TOTAL,148157,137978914.5542
tripura,2018,2.json,TOTAL,214559,236891718.73900002
tripura,2018,3.json,TOTAL,377703,453863388.01199996
tripura,2018,4.json,TOTAL,448059,624885599.4849999
tripura,2019,1.json,TOTAL,580926,756894941.6006
tripura,2019,2.json,TOTAL,532558,841821482.8255
tripura,2019,3.json,TOTAL,711717,1017377422.8073001
tripura,2019,4.json,TOTAL,801824,1215400160.2621
tripura,2020,1.json,TOTAL,924502,1588778806.7860003
tripura,2020,2.json,TOTAL,1052520,1769175883.9329998
tripura,2020,3.json,TOTAL,1317885,2341819516.339
tripura,2020,4.json,TOTAL,1651890,3182130996.342
tripura,2021,1.json,TOTAL,1511423,3335341570.1870003
tripura,2021,2.json,TOTAL,1744429,3468154360.582
tripura,2021,3.json,TOTAL,2081200,4364133768.023
tripura,2021,4.json,TOTAL,2520693,5496929464.208
tripura,2022,1.json,TOTAL,2871190,6247329764.332
tripura,2022,2.json,TOTAL,3418664,6878271042.705
tripura,2022,3.json,TOTAL,4256579,8648352804.588001
tripura,2022,4.json,TOTAL,5198190,10452971817.931002
tripura,2023,1.json,TOTAL,7118687,13288282891
tripura,2023,2.json,TOTAL,7929543,13919130082
