state_name,year,quarter_file,payment_type,total_transactions,total_amount
tripura,2023,3.json,TOTAL,9108762,15249223330
tripura,2023,4.json,TOTAL,10140910,16819896794
tripura,2024,1.json,TOTAL,11042639,17752189374
tripura,2024,2.json,TOTAL,12787547,18137431068
tripura,2024,3.json,TOTAL,14400581,19948846189
tripura,2024,4.json,TOTAL,15945159,22409905268
uttar-pradesh,2018,1.json,TOTAL,12537805,13939970923.589998
uttar-pradesh,2018,2.json,TOTAL,17710943,25720201695.3
uttar-pradesh,2018,3.json,TOTAL,26515356,37012114369.26
uttar-pradesh,2018,4.json,TOTAL,36100767,55096743576.06
uttar-pradesh,2019,1.json,TOTAL,57324504,76524180133.39
uttar-pradesh,2019,2.json,TOTAL,58883500,98917519370.34999
uttar-pradesh,2019,3.json,TOTAL,68623959,111268137475.25
uttar-pradesh,2019,4.json,TOTAL,86905005,145539038099.43
uttar-pradesh,2020,1.json,TOTAL,97239132,172416728114.61002
uttar-pradesh,2020,2.json,TOTAL,100851965,178744491721.5
uttar-pradesh,2020,3.json,TOTAL,127405259,248690042666.6
uttar-pradesh,2020,4.json,TOTAL,178167517,357428673432
uttar-pradesh,2021,1.json,TOTAL,204499547,396287974198.10004
uttar-pradesh,2021,2.json,TOTAL,241949131,482172669038.39996
uttar-pradesh,2021,3.json,TOTAL,306543384,557080925398.1
uttar-pradesh,2021,4.json,TOTAL,406157932,773891058479.8
uttar-pradesh,2022,1.json,TOTAL,473953246,883123359524.7
uttar-pradesh,2022,2.json,TOTAL,595298776,1067514736108.4
uttar-pradesh,2022,3.json,TOTAL,703589072,1121369889665.5
uttar-pradesh,2022,4.json,TOTAL,836369071,1376383271767.1
uttar-pradesh,2023,1.json,TOTAL,1002557722,1636936625305
uttar-pradesh,2023,2.json,TOTAL,1211410582,1836624121621
uttar-pradesh,2023,3.json,TOTAL,1354622466,1861752208334
uttar-pradesh,2023,4.json,TOTAL,1566705382,2257439853744
uttar-pradesh,2024,1.json,TOTAL,1785296948,2477544113497
uttar-pradesh,2024,2.json,TOTAL,2135538658,2704224110192
uttar-pradesh,2024,3.json,TOTAL,2285955833,2717470941952
uttar-pradesh,2024,4.json,TOTAL,2544890265,3214108639641
uttarakhand,2018,1.json,TOTAL,1246685,1508545358.146
uttarakhand,2018,2.json,TOTAL,1704122,2679755378.7590003
uttarakhand,2018,3.json,TOTAL,2229132,3726573039.97
uttarakhand,2018,4.json,TOTAL,3178761,5654272137.629
uttarakhand,2019,1.json,TOTAL,5546001,7183529174.815001
uttarakhand,2019,2.json,TOTAL,4813275,8588532851.316999
uttarakhand,2019,3.json,TOTAL,5710476,9729032069.582
uttarakhand,2019,4.json,TOTAL,7362116,12573706305.617
uttarakhand,2020,1.json,TOTAL,9131784,16158080258.439
uttarakhand,2020,2.json,TOTAL,9047770,16094187702.439999
uttarakhand,2020,3.json,TOTAL,11818935,22103510968
uttarakhand,2020,4.json,TOTAL,17613271,31792739329.769997
uttarakhand,2021,1.json,TOTAL,20608402,36288189400.17
uttarakhand,2021,2.json,TOTAL,24000432,40990817874.57
uttarakhand,2021,3.json,TOTAL,31042284,50527496783.21001
uttarakhand,2021,4.json,TOTAL,40361280,66148108159.56
uttarakhand,2022,1.json,TOTAL,44560772,70978782499.96
uttarakhand,2022,2.json,TOTAL,58166878,88313371024.87
uttarakhand,2022,3.json,TOTAL,63996519,92641259938.71
uttarakhand,2022,4.json,TOTAL,77983880,115496046831.78
uttarakhand,2023,1.json,TOTAL,79385675,107179907585
uttarakhand,2023,2.json,TOTAL,102758214,134072872398
uttarakhand,2023,3.json,TOTAL,106284687,128762398121
uttarakhand,2023,4.json,TOTAL,118071440,148083550650
uttarakhand,2024,1.json,TOTAL,123234577,150276567903
uttarakhand,2024,2.json,TOTAL,158564982,180612580842
uttarakhand,2024,3.json,TOTAL,159278815,173414730063
uttarakhand,2024,4.json,TOTAL,171136132,194908662002
west-bengal,2018,1.json,TOTAL,11710225,10625978552.300001
west-bengal,2018,2.json,TOTAL,18082446,18629183470.4
west-bengal,2018,3.json,TOTAL,53705416,41843934182.6
west-bengal,2018,4.json,TOTAL,36513548,40489619211.71999
west-bengal,2019,1.json,TOTAL,47626388,50164672623.87
west-bengal,2019,2.json,TOTAL,47023535,57105691118.189995
west-bengal,2019,3.json,TOTAL,66444829,70540532616.34
west-bengal,2019,4.json,TOTAL,96805838,88203610255.03
west-bengal,2020,1.json,TOTAL,66250381,96653305191.85
west-bengal,2020,2.json,TOTAL,57676797,100099431878.03
west-bengal,2020,3.json,TOTAL,79954504,156813679703
west-bengal,2020,4.json,TOTAL,100340645,199165616769.30002
west-bengal,2021,1.json,TOTAL,118254052,242936957993
west-bengal,2021,2.json,TOTAL,141897437,279434532269.3
west-bengal,2021,3.json,TOTAL,181712988,362457334905.80005
west-bengal,2021,4.json,TOTAL,225029560,462218146057.2
west-bengal,2022,1.json,TOTAL,260505092,551426922771.4
west-bengal,2022,2.json,TOTAL,315742141,648575478990.1
west-bengal,2022,3.json,TOTAL,356792388,704749632209.3999
west-bengal,2022,4.json,TOTAL,405847597,787775693893.3
